original label,Bait.Mann,bait_full_name,gene_name,median_log2,p_value
ORF7b,Orf7b,SARS_CoV2_ORF7b,GAL3ST1,7.257297759,1.01E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,POMGNT1,9.154157469,1.17E-50
ORF7b,Orf7b,SARS_CoV2_ORF7b,PLXND1,6.227315123,2.64E-16
ORF7b,Orf7b,SARS_CoV2_ORF7b,CTDNEP1,8.629308806,6.29E-45
ORF7b,Orf7b,SARS_CoV2_ORF7b,RAB34,7.025262516,3.21E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,PTGES,4.631071028,7.94E-29
ORF7b,Orf7b,SARS_CoV2_ORF7b,VPS45,10.79662516,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,LRRN2,6.91881141,2.18E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,CYP1B1,7.799945415,1.44E-16
ORF7b,Orf7b,SARS_CoV2_ORF7b,MMP15,8.815443873,4.75E-280
ORF7b,Orf7b,SARS_CoV2_ORF7b,CD70,8.76919523,2.97E-15
ORF7b,Orf7b,SARS_CoV2_ORF7b,PACC1,9.141496702,1.80E-64
ORF7b,Orf7b,SARS_CoV2_ORF7b,FAM20C,9.067894818,3.60E-107
ORF7b,Orf7b,SARS_CoV2_ORF7b,C15orf61,10.37660282,2.25E-84
ORF7b,Orf7b,SARS_CoV2_ORF7b,PTPMT1,9.205693419,1.54E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM164,8.926967064,1.38E-12
ORF7b,Orf7b,SARS_CoV2_ORF7b,DCBLD2,7.764300775,7.67E-128
ORF7b,Orf7b,SARS_CoV2_ORF7b,SNX17,7.87297672,1.65E-170
ORF7b,Orf7b,SARS_CoV2_ORF7b,RNF130,8.599809611,1.02E-27
ORF7b,Orf7b,SARS_CoV2_ORF7b,MFSD5,7.574650423,1.01E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,MFSD10,10.67236654,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,ITPRIPL2,7.418993237,4.80E-146
ORF7b,Orf7b,SARS_CoV2_ORF7b,ZDHHC9,8.161702969,2.91E-23
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC23A2,7.593028503,1.73E-27
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC30A5,9.473937802,8.01E-86
ORF7b,Orf7b,SARS_CoV2_ORF7b,FXYD2,8.479518521,7.59E-148
ORF7b,Orf7b,SARS_CoV2_ORF7b,STEAP2,7.836896725,3.90E-37
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM68,7.949502991,7.41E-13
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC35A2,6.197999183,5.92E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,CACNG6,9.71922434,1.13E-74
ORF7b,Orf7b,SARS_CoV2_ORF7b,LEMD3,12.96177909,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,TNFSF15,9.151631488,1.89E-50
ORF7b,Orf7b,SARS_CoV2_ORF7b,SGPP1,11.14715801,6.97E-30
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM192,9.580578495,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,WWP2,8.807591632,1.89E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,CHST14,7.80161233,2.91E-25
ORF7b,Orf7b,SARS_CoV2_ORF7b,STX7,9.155492749,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,SCAP,7.2910969,1.09E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,QSOX2,10.11882676,1.09E-19
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMX1,5.930579277,1.09E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,PLD3,9.346035392,1.04E-72
ORF7b,Orf7b,SARS_CoV2_ORF7b,STUB1,7.977447612,1.21E-110
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC30A1,11.01348068,4.70E-178
ORF7b,Orf7b,SARS_CoV2_ORF7b,RHBDD2,8.409065717,6.13E-08
ORF7b,Orf7b,SARS_CoV2_ORF7b,MFSD8,8.214169078,1.96E-30
ORF7b,Orf7b,SARS_CoV2_ORF7b,PTPRJ,9.620201674,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,ZFPL1,16.04256336,1.02E-183
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMED2,8.889777339,1.16E-85
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC35F5,9.451695396,1.31E-46
ORF7b,Orf7b,SARS_CoV2_ORF7b,CLDN1,8.416938581,2.85E-113
ORF7b,Orf7b,SARS_CoV2_ORF7b,LMAN2L,9.988740759,1.45E-202
ORF7b,Orf7b,SARS_CoV2_ORF7b,FAM234A,7.887572929,8.24E-113
ORF7b,Orf7b,SARS_CoV2_ORF7b,NAPG,7.008155955,8.18E-12
ORF7b,Orf7b,SARS_CoV2_ORF7b,REEP5,10.12502017,8.72E-41
ORF7b,Orf7b,SARS_CoV2_ORF7b,SYNGR3,9.269108111,4.14E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC47A2...,9.139209433,2.82E-113
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC26A2,7.00096042,1.21E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,PLIN2,7.003000349,1.70E-07
ORF7b,Orf7b,SARS_CoV2_ORF7b,RAB5A,6.608097401,2.58E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,IFITM1...,7.123592296,0.000141299
ORF7b,Orf7b,SARS_CoV2_ORF7b,CD81,8.407019919,2.81E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMPPE,6.981101021,4.12E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,TAMM41,8.817535208,6.92E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,TLCD4,8.466155716,1.09E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM177,6.033709302,1.02E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,PEX10,13.29815546,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,ARFIP1,7.805055248,1.15E-17
ORF7b,Orf7b,SARS_CoV2_ORF7b,RAB1A,7.263968991,2.33E-101
ORF7b,Orf7b,SARS_CoV2_ORF7b,GOSR1,9.918727182,7.65E-22
ORF7b,Orf7b,SARS_CoV2_ORF7b,SCFD1,9.074199034,2.74E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,CANT1,6.702338356,9.51E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,MYRF,10.30182131,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC35A1,8.21221964,3.80E-25
ORF7b,Orf7b,SARS_CoV2_ORF7b,C1orf159,8.027199647,8.74E-15
ORF7b,Orf7b,SARS_CoV2_ORF7b,B3GALT6,8.921941682,4.89E-146
ORF7b,Orf7b,SARS_CoV2_ORF7b,PISD,8.543884281,1.62E-53
ORF7b,Orf7b,SARS_CoV2_ORF7b,STX5,10.956129,3.32E-10
ORF7b,Orf7b,SARS_CoV2_ORF7b,TIMELESS,6.087879118,1.44E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,GPD2,9.874246195,4.04E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,OSTC,7.547477585,7.59E-07
ORF7b,Orf7b,SARS_CoV2_ORF7b,OCIAD2,4.643521531,7.84E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,TRPM4,9.347152136,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,BSCL2,7.465247735,1.30E-38
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM199,9.121091839,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,CLDN12,7.164387357,3.49E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,DAGLB,8.168619018,1.55E-18
ORF7b,Orf7b,SARS_CoV2_ORF7b,FUT8,7.409947166,6.16E-08
ORF7b,Orf7b,SARS_CoV2_ORF7b,GPR39,8.508639757,1.17E-10
ORF7b,Orf7b,SARS_CoV2_ORF7b,COMT,9.404347683,3.15E-118
ORF7b,Orf7b,SARS_CoV2_ORF7b,GOLIM4,10.06956284,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,SEC61G,9.694840391,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,C16orf58,8.901237447,1.23E-111
ORF7b,Orf7b,SARS_CoV2_ORF7b,LETMD1,7.126516177,5.06E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,EFNB1,8.516905575,4.41E-18
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM258,8.086075154,1.47E-19
ORF7b,Orf7b,SARS_CoV2_ORF7b,ALG6,8.644863776,3.30E-11
ORF7b,Orf7b,SARS_CoV2_ORF7b,ALG8,11.56043341,1.41E-19
ORF7b,Orf7b,SARS_CoV2_ORF7b,RDH14,8.797909345,8.97E-07
ORF7b,Orf7b,SARS_CoV2_ORF7b,TCIRG1,7.129421662,2.77E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,PRAF2,15.32736325,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,ATP6AP1,7.86226221,2.47E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,ABHD5,6.882735795,4.74E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,SMIM1,8.740979948,1.14E-17
ORF7b,Orf7b,SARS_CoV2_ORF7b,ZDHHC13,10.20523958,3.74E-44
ORF7b,Orf7b,SARS_CoV2_ORF7b,TIMM17A,7.285443983,8.71E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,PEX13,8.463734444,1.66E-22
ORF7b,Orf7b,SARS_CoV2_ORF7b,STEAP1B...,6.814581246,1.26E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM223,10.08109434,6.26E-45
ORF7b,Orf7b,SARS_CoV2_ORF7b,B4GAT1,6.660264427,5.04E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,PTPRM,10.46984322,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,GORASP2,9.125340422,7.11E-123
ORF7b,Orf7b,SARS_CoV2_ORF7b,LRFN1,7.639726302,2.57E-105
ORF7b,Orf7b,SARS_CoV2_ORF7b,MUL1,9.429288873,5.21E-73
ORF7b,Orf7b,SARS_CoV2_ORF7b,RETREG2,7.39424604,1.06E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,VSIR,6.697907572,3.28E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,NCEH1,10.72499351,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,TNFRSF10D,8.125378117,2.52E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,TNFSF9,9.775973439,3.14E-129
ORF7b,Orf7b,SARS_CoV2_ORF7b,LRRC8A,12.57455761,8.14E-230
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC12A7,7.136235542,1.38E-47
ORF7b,Orf7b,SARS_CoV2_ORF7b,XXYLT1,8.160020054,8.87E-29
ORF7b,Orf7b,SARS_CoV2_ORF7b,ADCY9,7.817775224,3.33E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC15A4,8.384760478,3.07E-10
ORF7b,Orf7b,SARS_CoV2_ORF7b,PTPN11,9.084884878,2.17E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,WDR83OS,7.447449606,3.22E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,NT5C3A,7.978507447,1.02E-212
ORF7b,Orf7b,SARS_CoV2_ORF7b,EXOG,6.900560937,6.90E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,RAB13,6.362061079,1.46E-18
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM159,10.74397405,4.36E-47
ORF7b,Orf7b,SARS_CoV2_ORF7b,IL10RB,7.171510693,3.20E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC33A1,7.090339213,5.78E-56
ORF7b,Orf7b,SARS_CoV2_ORF7b,GPAT4,9.857894793,2.17E-72
ORF7b,Orf7b,SARS_CoV2_ORF7b,SCARA5,6.719864156,1.16E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,SQLE,8.451913205,2.17E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,RHBDF2,9.627174231,5.07E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,VAMP7,9.738176974,1.35E-22
ORF7b,Orf7b,SARS_CoV2_ORF7b,KCT2,9.850877323,2.94E-29
ORF7b,Orf7b,SARS_CoV2_ORF7b,ELOVL7,9.368268117,2.04E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,SEC61B,5.951346543,1.68E-13
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM214,9.274939917,3.92E-16
ORF7b,Orf7b,SARS_CoV2_ORF7b,NOTCH3,7.052317459,5.26E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,VKORC1L1,6.118425023,3.16E-11
ORF7b,Orf7b,SARS_CoV2_ORF7b,SCCPDH,10.6328582,8.10E-23
ORF7b,Orf7b,SARS_CoV2_ORF7b,TM9SF2,7.34693309,4.30E-17
ORF7b,Orf7b,SARS_CoV2_ORF7b,ABHD16A,8.247388326,1.82E-13
ORF7b,Orf7b,SARS_CoV2_ORF7b,SEMA4B,9.425755072,1.64E-307
ORF7b,Orf7b,SARS_CoV2_ORF7b,EXTL3,8.589596486,5.20E-16
ORF7b,Orf7b,SARS_CoV2_ORF7b,CALML5,7.748548041,6.07E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,RETREG3,9.583124874,1.28E-22
ORF7b,Orf7b,SARS_CoV2_ORF7b,KDELR1,8.493259267,6.27E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,NOTCH2,8.885026682,2.44E-287
ORF7b,Orf7b,SARS_CoV2_ORF7b,TIMM17B,9.801535971,3.87E-26
ORF7b,Orf7b,SARS_CoV2_ORF7b,CKAP4,4.474044849,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,GJA1,4.161346828,6.72E-308
ORF7b,Orf7b,SARS_CoV2_ORF7b,RAB7A,8.556859077,4.01E-20
ORF7b,Orf7b,SARS_CoV2_ORF7b,BET1,6.726544366,5.01E-11
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM221,6.932890655,2.16E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,LPCAT4,9.417974809,1.21E-10
ORF7b,Orf7b,SARS_CoV2_ORF7b,HLA-A,8.151305898,9.40E-08
ORF7b,Orf7b,SARS_CoV2_ORF7b,LGALS3,7.155934125,2.78E-12
ORF7b,Orf7b,SARS_CoV2_ORF7b,STX6,10.36507242,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,SYPL1,10.43167477,1.58E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,STRA6,11.92557628,2.20E-119
ORF7b,Orf7b,SARS_CoV2_ORF7b,PTRH2,6.05717176,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,AREG,8.02939563,2.90E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,SPTLC2,9.323533748,2.40E-52
ORF7b,Orf7b,SARS_CoV2_ORF7b,EXT1,7.399464381,4.11E-08
ORF7b,Orf7b,SARS_CoV2_ORF7b,STX12,9.458355526,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,TNFRSF10A,7.229299446,1.58E-11
ORF7b,Orf7b,SARS_CoV2_ORF7b,ALG14,8.85534241,6.64E-150
ORF7b,Orf7b,SARS_CoV2_ORF7b,TLCD1,6.954906223,1.27E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,GLCE,9.903725873,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMED9,9.215505751,8.25E-51
ORF7b,Orf7b,SARS_CoV2_ORF7b,B3GAT3...,9.58325209,1.28E-182
ORF7b,Orf7b,SARS_CoV2_ORF7b,TMEM256,6.562306483,1.06E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,GOSR2,7.765992053,5.52E-10
ORF7b,Orf7b,SARS_CoV2_ORF7b,FITM2,9.181161855,1.92E-37
ORF7b,Orf7b,SARS_CoV2_ORF7b,PAQR5,6.769368769,4.22E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,SGCB,10.63619252,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,NAPA...,11.55930322,7.39E-251
ORF7b,Orf7b,SARS_CoV2_ORF7b,DDR1...,12.88869584,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,ALG13,8.900547299,5.57E-98
ORF7b,Orf7b,SARS_CoV2_ORF7b,STX16,13.68665633,0.00E+00
ORF7b,Orf7b,SARS_CoV2_ORF7b,CD44,4.535461388,2.50E-59
ORF7b,Orf7b,SARS_CoV2_ORF7b,SLC25A52...,8.23404102,1.96E-45
ORF7b,Orf7b,SARS_CoV2_ORF7b,NECTIN2,6.647111575,1.35E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,CUX1,7.476690392,4.51E-07
ORF7b,Orf7b,SARS_CoV2_ORF7b,MAVS,12.25656794,9.71E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,ST7...,6.579586901,8.78E-05
ORF7b,Orf7b,SARS_CoV2_ORF7b,HTATIP2,9.803791476,1.92E-04
ORF7b,Orf7b,SARS_CoV2_ORF7b,LGR4,8.632851114,1.49E-06
ORF7b,Orf7b,SARS_CoV2_ORF7b,DPY19L2...,8.107314101,2.69E-11
ORF8,Orf8,SARS_CoV2_ORF8,IGFBP3,9.040062414,1.08E-08
ORF8,Orf8,SARS_CoV2_ORF8,CLU,4.093072097,9.28E-18
ORF8,Orf8,SARS_CoV2_ORF8,TGFB2,8.699799083,2.22E-99
ORF8,Orf8,SARS_CoV2_ORF8,SELENOF,3.377611604,5.88E-07
ORF8,Orf8,SARS_CoV2_ORF8,FGA,8.428988265,2.32E-207
ORF8,Orf8,SARS_CoV2_ORF8,TGFB1,7.846574757,3.57E-79
ORF8,Orf8,SARS_CoV2_ORF8,TGFBI,3.842573497,1.45E-05
ORF8,Orf8,SARS_CoV2_ORF8,IGFBP4,8.322067708,6.16E-23
ORF8,Orf8,SARS_CoV2_ORF8,UGGT2,6.182658542,1.21E-05
ORF8,Orf8,SARS_CoV2_ORF8,PLAU,3.473753792,5.13E-05
ORF8,Orf8,SARS_CoV2_ORF8,SERPINE1,7.096995233,2.27E-04
ORF8,Orf8,SARS_CoV2_ORF8,GGH,5.265432793,3.08E-05
ORF8,Orf8,SARS_CoV2_ORF8,C5,11.39204444,1.31E-178
ORF8,Orf8,SARS_CoV2_ORF8,NPTX1,6.223474237,1.12E-04
ORF8,Orf8,SARS_CoV2_ORF8,TCTN3,7.013501232,8.93E-06
ORF8,Orf8,SARS_CoV2_ORF8,MAN2A1,11.91570737,8.85E-227
ORF8,Orf8,SARS_CoV2_ORF8,CNTNAP3B,7.123860312,6.80E-05
ORF8,Orf8,SARS_CoV2_ORF8,NTS,6.929860235,9.72E-05
ORF8,Orf8,SARS_CoV2_ORF8,PDIA3,3.589553622,6.45E-05
ORF8,Orf8,SARS_CoV2_ORF8,CNNM3,8.266831851,2.95E-163
ORF8,Orf8,SARS_CoV2_ORF8,ST8SIA4,7.659861946,1.07E-16
ORF8,Orf8,SARS_CoV2_ORF8,PROS1,8.460496429,1.23E-94
ORF8,Orf8,SARS_CoV2_ORF8,EGFL7,7.265732048,2.74E-05
ORF8,Orf8,SARS_CoV2_ORF8,TOR1B,7.556279943,1.38E-19
ORF8,Orf8,SARS_CoV2_ORF8,LTBP1,10.05585774,0.00E+00
ORF8,Orf8,SARS_CoV2_ORF8,NME3,6.28629927,3.12E-05
ORF8,Orf8,SARS_CoV2_ORF8,CXCL5,7.634983831,1.63E-06
ORF8,Orf8,SARS_CoV2_ORF8,FGB,6.965238256,1.14E-05
ORF8,Orf8,SARS_CoV2_ORF8,ITGA3,9.140406599,1.64E-121
ORF8,Orf8,SARS_CoV2_ORF8,SARS_CoV2_ORF8,17.60779398,0.00E+00
ORF8,Orf8,SARS_CoV_ORF8,FKBP9...,7.050077757,2.06E-15
ORF8,Orf8,SARS_CoV_ORF8,ADAM15,8.632692644,1.43E-24
ORF8,Orf8,SARS_CoV_ORF8,CLU,2.916721806,2.56E-05
ORF8,Orf8,SARS_CoV_ORF8,SELENOF,5.101835876,2.21E-18
ORF8,Orf8,SARS_CoV_ORF8,ITGB4,10.64262775,5.85E-06
ORF8,Orf8,SARS_CoV_ORF8,MET,8.370740248,2.41E-09
ORF8,Orf8,SARS_CoV_ORF8,CSGALNACT1,7.720274369,9.05E-06
ORF8,Orf8,SARS_CoV_ORF8,TSKU,7.173052554,1.71E-04
ORF8,Orf8,SARS_CoV_ORF8,HFE,7.513518001,1.56E-05
ORF8,Orf8,SARS_CoV_ORF8,IGFBP4,7.314920713,2.58E-05
ORF8,Orf8,SARS_CoV_ORF8,UGGT2,7.796204845,3.43E-63
ORF8,Orf8,SARS_CoV_ORF8,GUSB,7.817348819,1.78E-24
ORF8,Orf8,SARS_CoV_ORF8,TWSG1,7.8447523,5.90E-05
ORF8,Orf8,SARS_CoV_ORF8,SARS_CoV_ORF8,18.2679964,0.00E+00
ORF8,Orf8,SARS_CoV_ORF8,ENTPD6,8.045688337,2.27E-05
ORF8,Orf8,SARS_CoV_ORF8,GGH,7.631942606,7.53E-104
ORF8,Orf8,SARS_CoV_ORF8,C5,10.9086697,5.68E-147
ORF8,Orf8,SARS_CoV_ORF8,NPTX1,8.913197865,3.96E-63
ORF8,Orf8,SARS_CoV_ORF8,PRKCSH,9.479807979,5.27E-12
ORF8,Orf8,SARS_CoV_ORF8,HLA-DMB,7.061473041,2.68E-05
ORF8,Orf8,SARS_CoV_ORF8,ARSE...,10.17381552,6.21E-04
ORF8,Orf8,SARS_CoV_ORF8,GBA,8.559930142,4.16E-109
ORF8,Orf8,SARS_CoV_ORF8,TOR3A,6.403361888,3.30E-04
ORF8,Orf8,SARS_CoV_ORF8,ACAT1,8.967578908,3.06E-15
ORF8,Orf8,SARS_CoV_ORF8,ADAM10,9.823176476,2.36E-05
ORF8,Orf8,SARS_CoV_ORF8,CANX,2.94522459,0.000263221
ORF8,Orf8,SARS_CoV_ORF8,ECE1,8.344157909,1.40E-259
ORF8,Orf8,SARS_CoV_ORF8,ERLEC1,9.410284642,1.16E-04
ORF8,Orf8,SARS_CoV_ORF8,IGF2R,8.721938784,0.00E+00
ORF8,Orf8,SARS_CoV_ORF8,PDIA3,3.042202105,2.07E-04
ORF8,Orf8,SARS_CoV_ORF8,BMPR1B,8.073496332,3.11E-05
ORF8,Orf8,SARS_CoV_ORF8,PON3,4.826634625,1.23E-07
ORF8,Orf8,SARS_CoV_ORF8,GNS,7.728045911,1.78E-11
ORF8,Orf8,SARS_CoV_ORF8,TMX1,5.84825519,1.11E-05
ORF8,Orf8,SARS_CoV_ORF8,FBXO6,8.053122963,6.04E-27
ORF8,Orf8,SARS_CoV_ORF8,PROS1,7.756550778,9.97E-24
ORF8,Orf8,SARS_CoV_ORF8,FAM234A,8.124104429,5.62E-18
ORF8,Orf8,SARS_CoV_ORF8,DIPK1A,6.573302042,5.38E-05
ORF8,Orf8,SARS_CoV_ORF8,UGGT1,2.864827328,9.75E-05
ORF8,Orf8,SARS_CoV_ORF8,PCDHA4,7.17474059,1.51E-05
ORF8,Orf8,SARS_CoV_ORF8,CYB5D2,6.317401303,4.32E-04
ORF8,Orf8,SARS_CoV_ORF8,TOR1B,6.559944363,1.79E-05
ORF8,Orf8,SARS_CoV_ORF8,EXT2,8.019474856,4.04E-11
ORF8,Orf8,SARS_CoV_ORF8,CLGN,8.581172755,3.90E-72
ORF8,Orf8,SARS_CoV_ORF8,SDF2,2.405914955,6.47E-04
ORF8,Orf8,SARS_CoV_ORF8,ADAM9,8.738052522,1.14E-10
ORF8,Orf8,SARS_CoV_ORF8,FUCA2,7.989726214,5.07E-05
ORF8,Orf8,SARS_CoV_ORF8,FGB,7.517651543,1.43E-16
ORF8,Orf8,SARS_CoV_ORF8,ITGA3,9.067349183,4.30E-04
ORF8,Orf8,SARS_CoV_ORF8,ITGB5,7.883828455,7.15E-04
ORF8,Orf8,SARS_CoV_ORF8,OS9,9.838626815,2.25E-04
ORF8,Orf8,SARS_CoV_ORF8,GANAB,2.076538501,0.000468556
ORF8,Orf8,SARS_CoV_ORF8,PON2,4.129085231,6.34E-05
ORF8,Orf8,SARS_CoV_ORF8,UGT1A9...,8.177532478,4.87E-08
ORF8a,Orf8a,SARS_CoV_ORF8a,UHRF1BP1L,7.319679277,4.92E-20
ORF8b,Orf8b,SARS_CoV_ORF8b,PCCA,7.95424932,5.97E-152
ORF8b,Orf8b,SARS_CoV_ORF8b,SARS_CoV_ORF8b,14.65195617,0.00E+00
ORF8b,Orf8b,SARS_CoV_ORF8b,ACSF2,9.328006793,0.00E+00
ORF8b,Orf8b,SARS_CoV_ORF8b,ALDH5A1,7.576852123,1.33E-21
ORF8b,Orf8b,SARS_CoV_ORF8b,ACADS,8.668048087,1.14E-05
ORF8b,Orf8b,SARS_CoV_ORF8b,FPGS,7.37505859,1.82E-05
ORF8b,Orf8b,SARS_CoV_ORF8b,PPA2,8.101276611,1.34E-61
ORF8b,Orf8b,SARS_CoV_ORF8b,L2HGDH,8.827045342,1.42E-146
ORF8b,Orf8b,SARS_CoV_ORF8b,AGMAT,8.759934498,1.12E-56
ORF8b,Orf8b,SARS_CoV_ORF8b,DGLUCY,7.796914127,3.00E-33
ORF8b,Orf8b,SARS_CoV_ORF8b,HSPE1,10.18595467,5.74E-97
ORF8b,Orf8b,SARS_CoV_ORF8b,PDHX,6.486524301,4.51E-09
ORF8b,Orf8b,SARS_CoV_ORF8b,SARS2,8.543149054,2.61E-05
ORF8b,Orf8b,SARS_CoV_ORF8b,GFM1,8.138354794,0.00E+00
ORF8b,Orf8b,SARS_CoV_ORF8b,IARS2,9.980987729,7.30E-04
ORF8b,Orf8b,SARS_CoV_ORF8b,MTHFD1L,8.941481588,4.73E-86
ORF8b,Orf8b,SARS_CoV_ORF8b,TARS2,8.067695094,1.74E-13
ORF8b,Orf8b,SARS_CoV_ORF8b,ACAT1,9.081425251,2.60E-26
ORF8b,Orf8b,SARS_CoV_ORF8b,PEG10,7.740495651,2.50E-06
ORF8b,Orf8b,SARS_CoV_ORF8b,HIBADH,6.723114275,7.45E-15
ORF8b,Orf8b,SARS_CoV_ORF8b,ACAD10,7.863050838,0.00E+00
ORF8b,Orf8b,SARS_CoV_ORF8b,NUDT19,9.638784877,4.94E-06
ORF8b,Orf8b,SARS_CoV_ORF8b,HDHD5,9.133890147,1.13E-05
ORF8b,Orf8b,SARS_CoV_ORF8b,HSD17B8,5.848938766,2.65E-04
ORF8b,Orf8b,SARS_CoV_ORF8b,PITRM1,11.68584973,0.00E+00
ORF8b,Orf8b,SARS_CoV_ORF8b,PMPCA,9.921803836,1.75E-59
ORF8b,Orf8b,SARS_CoV_ORF8b,ALDH2,9.330809228,8.94E-04
ORF8b,Orf8b,SARS_CoV_ORF8b,OGDH,8.882126028,1.38E-194
ORF8b,Orf8b,SARS_CoV_ORF8b,PYROXD2,6.956762553,4.25E-05
ORF8b,Orf8b,SARS_CoV_ORF8b,RBPMS,4.262847088,0.00E+00
ORF8b,Orf8b,SARS_CoV_ORF8b,PC,8.306662244,1.53E-73
ORF8b,Orf8b,SARS_CoV_ORF8b,TACO1,8.059402607,3.45E-05
ORF8b,Orf8b,SARS_CoV_ORF8b,PMPCB,9.182422763,4.86E-254
ORF8b,Orf8b,SARS_CoV_ORF8b,COQ6,8.323283427,1.16E-05
